instrument_id,isin,name,asset_type,ticker,currency,market,country,sector,industry,manual_source,notes
rdcm.us,,RDCM.US,stock,RDCM,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
rdgt.us,,RDGT.US,stock,RDGT,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
rdhl.us,,RDHL.US,stock,RDHL,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
rdi.us,,RDI.US,stock,RDI,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
rdib.us,,RDIB.US,stock,RDIB,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
rdnt.us,,RDNT.US,stock,RDNT,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
rdnw.us,,RDNW.US,stock,RDNW,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
rdvt.us,,RDVT.US,stock,RDVT,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
rdwr.us,,RDWR.US,stock,RDWR,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
rdzn.us,,RDZN.US,stock,RDZN,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
rdznw.us,,RDZNW.US,stock,RDZNW,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
real.us,,REAL.US,stock,REAL,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
reax.us,,REAX.US,stock,REAX,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
rebn.us,,REBN.US,stock,REBN,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
rect.us,,RECT.US,stock,RECT,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
ree.us,,REE.US,stock,REE,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
refi.us,,REFI.US,stock,REFI,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
refr.us,,REFR.US,stock,REFR,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
reg.us,,REG.US,stock,REG,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
regco.us,,REGCO.US,stock,REGCO,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
regcp.us,,REGCP.US,stock,REGCP,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
regn.us,,REGN.US,stock,REGN,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
rekr.us,,REKR.US,stock,REKR,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
rell.us,,RELL.US,stock,RELL,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
rely.us,,RELY.US,stock,RELY,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
rent.us,,RENT.US,stock,RENT,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
renx.us,,RENX.US,stock,RENX,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
repl.us,,REPL.US,stock,REPL,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
reto.us,,RETO.US,stock,RETO,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
revb.us,,REVB.US,stock,REVB,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
revbw.us,,REVBW.US,stock,REVBW,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
reyn.us,,REYN.US,stock,REYN,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
rfai.us,,RFAI.US,stock,RFAI,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
rfair.us,,RFAIR.US,stock,RFAIR,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
rfaiu.us,,RFAIU.US,stock,RFAIU,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
rfam.us,,RFAM.US,stock,RFAM,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
rfamr.us,,RFAMR.US,stock,RFAMR,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
rfamu.us,,RFAMU.US,stock,RFAMU,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
rfil.us,,RFIL.US,stock,RFIL,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
rgc.us,,RGC.US,stock,RGC,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
rgco.us,,RGCO.US,stock,RGCO,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
rgen.us,,RGEN.US,stock,RGEN,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
rgld.us,,RGLD.US,stock,RGLD,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
rgnx.us,,RGNX.US,stock,RGNX,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
rgp.us,,RGP.US,stock,RGP,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
rgs.us,,RGS.US,stock,RGS,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
rgti.us,,RGTI.US,stock,RGTI,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
rgtiw.us,,RGTIW.US,stock,RGTIW,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
rgtz.us,,RGTZ.US,stock,RGTZ,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
rgyy.us,,RGYY.US,stock,RGYY,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
ribb.us,,RIBB.US,stock,RIBB,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
ribbr.us,,RIBBR.US,stock,RIBBR,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
ribbu.us,,RIBBU.US,stock,RIBBU,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
rick.us,,RICK.US,stock,RICK,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
rigl.us,,RIGL.US,stock,RIGL,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
rily.us,,RILY.US,stock,RILY,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
rilyg.us,,RILYG.US,stock,RILYG,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
rilyk.us,,RILYK.US,stock,RILYK,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
rilyl.us,,RILYL.US,stock,RILYL,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
rilyn.us,,RILYN.US,stock,RILYN,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
rilyp.us,,RILYP.US,stock,RILYP,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
rilyt.us,,RILYT.US,stock,RILYT,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
rilyz.us,,RILYZ.US,stock,RILYZ,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
rime.us,,RIME.US,stock,RIME,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
riot.us,,RIOT.US,stock,RIOT,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
ritr.us,,RITR.US,stock,RITR,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
rivn.us,,RIVN.US,stock,RIVN,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
rjet.us,,RJET.US,stock,RJET,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
rkda.us,,RKDA.US,stock,RKDA,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
rklb.us,,RKLB.US,stock,RKLB,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
rklz.us,,RKLZ.US,stock,RKLZ,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
rkng.us,,RKNG.US,stock,RKNG,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
rlay.us,,RLAY.US,stock,RLAY,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
rlmd.us,,RLMD.US,stock,RLMD,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
rlyb.us,,RLYB.US,stock,RLYB,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
rmbi.us,,RMBI.US,stock,RMBI,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
rmbs.us,,RMBS.US,stock,RMBS,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
rmcf.us,,RMCF.US,stock,RMCF,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
rmco.us,,RMCO.US,stock,RMCO,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
rmcow.us,,RMCOW.US,stock,RMCOW,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
rmni.us,,RMNI.US,stock,RMNI,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
rmr.us,,RMR.US,stock,RMR,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
rmsg.us,,RMSG.US,stock,RMSG,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
rmsgw.us,,RMSGW.US,stock,RMSGW,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
rmti.us,,RMTI.US,stock,RMTI,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
rna.us,,RNA.US,stock,RNA,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
rnac.us,,RNAC.US,stock,RNAC,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
rnam.us,,RNAM.US,stock,RNAM,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
rnaz.us,,RNAZ.US,stock,RNAZ,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
rngt.us,,RNGT.US,stock,RNGT,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
rngtu.us,,RNGTU.US,stock,RNGTU,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
rngtw.us,,RNGTW.US,stock,RNGTW,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
rntx.us,,RNTX.US,stock,RNTX,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
rnw.us,,RNW.US,stock,RNW,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
rnwww.us,,RNWWW.US,stock,RNWWW,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
rnxt.us,,RNXT.US,stock,RNXT,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
road.us,,ROAD.US,stock,ROAD,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
roc.us,,ROC.US,stock,ROC,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
rock.us,,ROCK.US,stock,ROCK,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
rocq.us,,ROCQ.US,stock,ROCQ,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
rocy.us,,ROCY.US,stock,ROCY,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
roiv.us,,ROIV.US,stock,ROIV,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
roku.us,,ROKU.US,stock,ROKU,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
roma.us,,ROMA.US,stock,ROMA,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
root.us,,ROOT.US,stock,ROOT,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
rop.us,,ROP.US,stock,ROP,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
rost.us,,ROST.US,stock,ROST,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
rpay.us,,RPAY.US,stock,RPAY,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
rpd.us,,RPD.US,stock,RPD,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
rpgl.us,,RPGL.US,stock,RPGL,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
rpid.us,,RPID.US,stock,RPID,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
rprx.us,,RPRX.US,stock,RPRX,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
rr.us,,RR.US,stock,RR,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
rrbi.us,,RRBI.US,stock,RRBI,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
rrgb.us,,RRGB.US,stock,RRGB,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
rrr.us,,RRR.US,stock,RRR,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
rsss.us,,RSSS.US,stock,RSSS,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
rsvr.us,,RSVR.US,stock,RSVR,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
rtac.us,,RTAC.US,stock,RTAC,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
rtacu.us,,RTACU.US,stock,RTACU,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
rtacw.us,,RTACW.US,stock,RTACW,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
rtyy.us,,RTYY.US,stock,RTYY,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
rubi.us,,RUBI.US,stock,RUBI,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
rum.us,,RUM.US,stock,RUM,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
rumbw.us,,RUMBW.US,stock,RUMBW,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
run.us,,RUN.US,stock,RUN,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
rusha.us,,RUSHA.US,stock,RUSHA,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
rushb.us,,RUSHB.US,stock,RUSHB,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
rvmd.us,,RVMD.US,stock,RVMD,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
rvmdw.us,,RVMDW.US,stock,RVMDW,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
rvph.us,,RVPH.US,stock,RVPH,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
rvsb.us,,RVSB.US,stock,RVSB,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
rvsn.us,,RVSN.US,stock,RVSN,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
rvsnw.us,,RVSNW.US,stock,RVSNW,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
rvyl.us,,RVYL.US,stock,RVYL,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
rway.us,,RWAY.US,stock,RWAY,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
rwayi.us,,RWAYI.US,stock,RWAYI,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
rwayl.us,,RWAYL.US,stock,RWAYL,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
rwayz.us,,RWAYZ.US,stock,RWAYZ,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
rxrx.us,,RXRX.US,stock,RXRX,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
rxst.us,,RXST.US,stock,RXST,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
rxt.us,,RXT.US,stock,RXT,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
ryaay.us,,RYAAY.US,stock,RYAAY,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
ryet.us,,RYET.US,stock,RYET,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
rym.us,,RYM.US,stock,RYM,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
ryoj.us,,RYOJ.US,stock,RYOJ,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
rytm.us,,RYTM.US,stock,RYTM,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
rzlt.us,,RZLT.US,stock,RZLT,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
rzlv.us,,RZLV.US,stock,RZLV,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
rzlvw.us,,RZLVW.US,stock,RZLVW,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
saaq.us,,SAAQ.US,stock,SAAQ,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
saaqu.us,,SAAQU.US,stock,SAAQU,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
saaqw.us,,SAAQW.US,stock,SAAQW,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
sabr.us,,SABR.US,stock,SABR,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
sabs.us,,SABS.US,stock,SABS,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
sabsw.us,,SABSW.US,stock,SABSW,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
saft.us,,SAFT.US,stock,SAFT,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
safx.us,,SAFX.US,stock,SAFX,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
sagt.us,,SAGT.US,stock,SAGT,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
saia.us,,SAIA.US,stock,SAIA,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
saic.us,,SAIC.US,stock,SAIC,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
saih.us,,SAIH.US,stock,SAIH,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
saihw.us,,SAIHW.US,stock,SAIHW,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
sail.us,,SAIL.US,stock,SAIL,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
samg.us,,SAMG.US,stock,SAMG,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
sana.us,,SANA.US,stock,SANA,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
sang.us,,SANG.US,stock,SANG,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
sanm.us,,SANM.US,stock,SANM,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
sata.us,,SATA.US,stock,SATA,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
satg.us,,SATG.US,stock,SATG,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
satl.us,,SATL.US,stock,SATL,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
sats.us,,SATS.US,stock,SATS,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
sava.us,,SAVA.US,stock,SAVA,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
sbac.us,,SBAC.US,stock,SBAC,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
sbc.us,,SBC.US,stock,SBC,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
sbcf.us,,SBCF.US,stock,SBCF,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
sbcww.us,,SBCWW.US,stock,SBCWW,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
sbet.us,,SBET.US,stock,SBET,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
sbfg.us,,SBFG.US,stock,SBFG,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
sbfm.us,,SBFM.US,stock,SBFM,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
sbfmw.us,,SBFMW.US,stock,SBFMW,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
sbgi.us,,SBGI.US,stock,SBGI,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
sblk.us,,SBLK.US,stock,SBLK,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
sblx.us,,SBLX.US,stock,SBLX,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
sbra.us,,SBRA.US,stock,SBRA,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
sbu.us,,SBU.US,stock,SBU,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
sbux.us,,SBUX.US,stock,SBUX,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
scag.us,,SCAG.US,stock,SCAG,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
scagw.us,,SCAGW.US,stock,SCAGW,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
schl.us,,SCHL.US,stock,SCHL,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
scii.us,,SCII.US,stock,SCII,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
sciir.us,,SCIIR.US,stock,SCIIR,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
sciiu.us,,SCIIU.US,stock,SCIIU,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
sckt.us,,SCKT.US,stock,SCKT,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
scls.us,,SCLS.US,stock,SCLS,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
sclx.us,,SCLX.US,stock,SCLX,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
sclxw.us,,SCLXW.US,stock,SCLXW,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
scni.us,,SCNI.US,stock,SCNI,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
scnx.us,,SCNX.US,stock,SCNX,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
scor.us,,SCOR.US,stock,SCOR,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
scpq.us,,SCPQ.US,stock,SCPQ,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
scpqu.us,,SCPQU.US,stock,SCPQU,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
scpqw.us,,SCPQW.US,stock,SCPQW,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
scsc.us,,SCSC.US,stock,SCSC,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
scvl.us,,SCVL.US,stock,SCVL,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
scwo.us,,SCWO.US,stock,SCWO,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
scyx.us,,SCYX.US,stock,SCYX,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
sczm.us,,SCZM.US,stock,SCZM,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
sda.us,,SDA.US,stock,SDA,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
sdaww.us,,SDAWW.US,stock,SDAWW,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
sdgr.us,,SDGR.US,stock,SDGR,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
sdhi.us,,SDHI.US,stock,SDHI,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
sdhir.us,,SDHIR.US,stock,SDHIR,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
sdhiu.us,,SDHIU.US,stock,SDHIU,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
sdm.us,,SDM.US,stock,SDM,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
sdot.us,,SDOT.US,stock,SDOT,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
sdst.us,,SDST.US,stock,SDST,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
sdstw.us,,SDSTW.US,stock,SDSTW,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
seat.us,,SEAT.US,stock,SEAT,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
seatw.us,,SEATW.US,stock,SEATW,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
sedg.us,,SEDG.US,stock,SEDG,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
seed.us,,SEED.US,stock,SEED,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
seer.us,,SEER.US,stock,SEER,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
segg.us,,SEGG.US,stock,SEGG,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
seic.us,,SEIC.US,stock,SEIC,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
self.us,,SELF.US,stock,SELF,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
selx.us,,SELX.US,stock,SELX,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
semy.us,,SEMY.US,stock,SEMY,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
senea.us,,SENEA.US,stock,SENEA,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
seneb.us,,SENEB.US,stock,SENEB,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
sepn.us,,SEPN.US,stock,SEPN,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
sera.us,,SERA.US,stock,SERA,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
serv.us,,SERV.US,stock,SERV,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
sev.us,,SEV.US,stock,SEV,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
sevn.us,,SEVN.US,stock,SEVN,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
sezl.us,,SEZL.US,stock,SEZL,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
sfbc.us,,SFBC.US,stock,SFBC,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
sfd.us,,SFD.US,stock,SFD,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
sfhg.us,,SFHG.US,stock,SFHG,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
sfix.us,,SFIX.US,stock,SFIX,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
sfm.us,,SFM.US,stock,SFM,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
sfnc.us,,SFNC.US,stock,SFNC,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
sfst.us,,SFST.US,stock,SFST,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
sfwl.us,,SFWL.US,stock,SFWL,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
sga.us,,SGA.US,stock,SGA,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
sgbx.us,,SGBX.US,stock,SGBX,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
sgc.us,,SGC.US,stock,SGC,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
sght.us,,SGHT.US,stock,SGHT,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
sgly.us,,SGLY.US,stock,SGLY,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
sgml.us,,SGML.US,stock,SGML,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
sgmo.us,,SGMO.US,stock,SGMO,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
sgmt.us,,SGMT.US,stock,SGMT,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
sgp.us,,SGP.US,stock,SGP,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
sgrp.us,,SGRP.US,stock,SGRP,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
sgry.us,,SGRY.US,stock,SGRY,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
shaz.us,,SHAZ.US,stock,SHAZ,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
shbi.us,,SHBI.US,stock,SHBI,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
shc.us,,SHC.US,stock,SHC,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
shen.us,,SHEN.US,stock,SHEN,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
shfs.us,,SHFS.US,stock,SHFS,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
shfsw.us,,SHFSW.US,stock,SHFSW,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
shim.us,,SHIM.US,stock,SHIM,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
ship.us,,SHIP.US,stock,SHIP,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
shls.us,,SHLS.US,stock,SHLS,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
shmd.us,,SHMD.US,stock,SHMD,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
shmdw.us,,SHMDW.US,stock,SHMDW,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
shoo.us,,SHOO.US,stock,SHOO,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
shop.us,,SHOP.US,stock,SHOP,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
shph.us,,SHPH.US,stock,SHPH,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
sibn.us,,SIBN.US,stock,SIBN,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
sidu.us,,SIDU.US,stock,SIDU,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
sieb.us,,SIEB.US,stock,SIEB,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
sify.us,,SIFY.US,stock,SIFY,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
siga.us,,SIGA.US,stock,SIGA,USD,NASDAQ,US,,,stooq:us,Stooq bulk data
